created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-10-03 12:32:42 +07,996,32.40,1009.00,75.90,"3.60



",,,,,
2020-10-03 12:47:50 +07,997,32.40,1009.00,75.90,"3.60



",,,,,
2020-10-03 12:52:53 +07,998,32.40,1009.00,75.70,"3.60



",,,,,
2020-10-03 12:57:56 +07,999,32.40,1009.00,75.60,"12.96



",,,,,
2020-10-03 13:02:59 +07,1000,32.40,1009.00,75.30,"12.96



",,,,,
2020-10-03 13:08:02 +07,1001,32.30,1009.00,74.80,"12.96



",,,,,
2020-10-03 13:18:07 +07,1002,32.20,1009.00,74.60,"12.96



",,,,,
2020-10-03 13:38:19 +07,1003,32.20,1008.00,73.80,"9.36



",,,,,
2020-10-03 13:43:22 +07,1004,32.10,1008.00,73.90,"9.36



",,,,,
2020-10-03 14:08:36 +07,1005,32.10,1008.00,73.50,"9.36



",,,,,
2020-10-03 14:13:39 +07,1006,32.00,1008.00,73.50,"9.36



",,,,,
2020-10-03 14:28:47 +07,1007,32.00,1008.00,74.00,"11.16



",,,,,
2020-10-03 14:33:50 +07,1008,32.10,1008.00,74.40,"11.16



",,,,,
2020-10-03 14:38:53 +07,1009,32.30,1008.00,74.20,"11.16



",,,,,
2020-10-03 14:48:58 +07,1010,32.40,1008.00,73.80,"11.16



",,,,,
2020-10-03 14:54:01 +07,1011,32.40,1008.00,73.80,"11.16



",,,,,
2020-10-03 14:59:04 +07,1012,32.50,1007.00,73.80,"3.60



",,,,,
2020-10-03 15:04:07 +07,1013,32.50,1007.00,74.10,"3.60



",,,,,
2020-10-03 15:09:10 +07,1014,32.50,1007.00,74.60,"3.60



",,,,,
2020-10-03 15:14:13 +07,1015,32.50,1007.00,74.50,"3.60



",,,,,
2020-10-03 15:19:16 +07,1016,32.40,1007.00,74.60,"3.60



",,,,,
2020-10-03 15:24:19 +07,1017,33.00,1007.00,73.90,"3.60



",,,,,
2020-10-03 15:29:21 +07,1018,33.90,1007.00,70.80,"11.16



",,,,,
2020-10-03 15:34:24 +07,1019,34.30,1007.00,69.80,"11.16



",,,,,
2020-10-03 15:59:38 +07,1020,32.50,1008.00,73.90,"3.60



",,,,,
2020-10-03 16:09:44 +07,1021,32.40,1008.00,74.50,"3.60



",,,,,
2020-10-03 16:14:47 +07,1022,32.40,1008.00,74.70,"3.60



",,,,,
2020-10-03 16:19:50 +07,1023,32.40,1008.00,74.90,"3.60



",,,,,
2020-10-03 16:24:52 +07,1024,32.40,1008.00,74.80,"3.60



",,,,,
2020-10-03 16:29:55 +07,1025,32.40,1008.00,75.00,"1.80



",,,,,
2020-10-03 16:40:01 +07,1026,32.40,1008.00,74.90,"1.80



",,,,,
2020-10-03 16:45:04 +07,1027,32.30,1008.00,75.00,"1.80



",,,,,
2020-10-03 16:50:07 +07,1028,32.30,1008.00,75.00,"1.80



",,,,,
2020-10-03 17:15:21 +07,1029,32.30,1008.00,74.30,"1.80



",,,,,
2020-10-03 17:20:24 +07,1030,32.30,1008.00,74.30,"1.80



",,,,,
2020-10-03 17:30:29 +07,1031,32.30,1008.00,74.60,"1.80



",,,,,
2020-10-03 17:40:35 +07,1032,32.40,1008.00,74.70,"1.80



",,,,,
2020-10-03 17:45:38 +07,1033,32.60,1008.00,74.30,"1.80



",,,,,
2020-10-03 18:00:46 +07,1034,32.70,1008.00,73.90,"3.60



",,,,,
2020-10-03 18:10:52 +07,1035,32.70,1008.00,73.90,"3.60



",,,,,
2020-10-03 18:20:58 +07,1036,32.70,1008.00,73.80,"3.60



",,,,,
2020-10-03 18:26:01 +07,1037,32.90,1008.00,73.50,"3.60



",,,,,
2020-10-03 18:31:03 +07,1038,32.90,1009.00,73.50,"1.80



",,,,,
2020-10-03 18:51:15 +07,1039,32.90,1009.00,73.80,"7.09



",,,,,
2020-10-03 19:01:20 +07,1040,32.90,1009.00,73.70,"7.09



",,,,,
2020-10-03 19:21:31 +07,1041,33.00,1009.00,73.90,"7.09



",,,,,
2020-10-03 19:26:34 +07,1042,33.00,1009.00,74.10,"7.09



",,,,,
2020-10-03 19:31:37 +07,1043,32.90,1009.00,73.50,"3.60



",,,,,
2020-10-03 19:36:40 +07,1044,33.00,1009.00,74.10,"3.60



",,,,,
2020-10-03 19:41:43 +07,1045,33.00,1009.00,74.10,"3.60



",,,,,
2020-10-03 19:46:46 +07,1046,32.90,1009.00,73.70,"3.60



",,,,,
2020-10-03 19:51:49 +07,1047,32.90,1009.00,73.80,"1.80



",,,,,
2020-10-03 20:27:08 +07,1048,32.90,1009.00,74.00,"1.80



",,,,,
2020-10-03 20:32:11 +07,1049,32.80,1010.00,74.10,"3.60



",,,,,
2020-10-03 20:47:20 +07,1050,32.70,1010.00,74.40,"3.60



",,,,,
2020-10-03 21:57:59 +07,1051,32.20,1010.00,73.20,"6.23



",,,,,
2020-10-03 22:13:08 +07,1052,32.20,1011.00,73.20,"1.80



",,,,,
2020-10-03 22:18:11 +07,1053,31.70,1011.00,72.60,"1.80



",,,,,
2020-10-03 22:23:14 +07,1054,32.10,1011.00,73.30,"1.80



",,,,,
2020-10-03 22:28:17 +07,1055,32.20,1011.00,73.20,"1.80



",,,,,
2020-10-03 23:33:53 +07,1056,32.00,1011.00,73.40,"1.80



",,,,,
2020-10-04 00:09:13 +07,1057,31.80,1010.00,72.90,"3.60



",,,,,
2020-10-04 00:39:30 +07,1058,31.70,1010.00,72.70,"7.56



",,,,,
2020-10-04 00:49:35 +07,1059,31.70,1010.00,72.40,"7.56



",,,,,
2020-10-04 00:54:38 +07,1060,31.80,1010.00,72.10,"5.40



",,,,,
2020-10-04 01:04:44 +07,1061,31.90,1010.00,71.50,"5.40



",,,,,
2020-10-04 01:19:52 +07,1062,31.90,1010.00,71.40,"5.40



",,,,,
2020-10-04 01:29:58 +07,1063,32.10,1010.00,70.80,"5.40



",,,,,
2020-10-04 01:40:04 +07,1064,32.10,1010.00,70.50,"5.40



",,,,,
2020-10-04 01:45:06 +07,1065,31.90,1010.00,70.10,"5.40



",,,,,
2020-10-04 02:00:15 +07,1066,31.80,1009.00,70.70,"6.73



",,,,,
2020-10-04 02:05:18 +07,1067,31.80,1009.00,70.80,"6.73



",,,,,
2020-10-04 02:10:21 +07,1068,31.80,1009.00,70.50,"6.73



",,,,,
2020-10-04 02:15:23 +07,1069,32.00,1009.00,70.50,"6.73



",,,,,
2020-10-04 02:20:26 +07,1070,31.90,1009.00,69.60,"6.73



",,,,,
2020-10-04 02:25:29 +07,1071,31.80,1009.00,70.10,"1.80



",,,,,
2020-10-04 02:30:32 +07,1072,31.70,1009.00,70.60,"1.80



",,,,,
2020-10-04 02:50:43 +07,1073,32.00,1009.00,70.10,"1.80



",,,,,
2020-10-04 03:00:49 +07,1074,31.90,1009.00,69.90,"6.23



",,,,,
2020-10-04 03:05:52 +07,1075,31.80,1009.00,70.20,"6.23



",,,,,
2020-10-04 03:10:55 +07,1076,32.00,1009.00,70.10,"6.23



",,,,,
2020-10-04 03:26:03 +07,1077,31.60,1009.00,70.70,"6.23



",,,,,
2020-10-04 03:31:06 +07,1078,31.90,1009.00,70.20,"6.23



",,,,,
2020-10-04 03:41:11 +07,1079,31.90,1009.00,69.90,"5.47



",,,,,
2020-10-04 03:56:20 +07,1080,31.80,1009.00,70.10,"3.60



",,,,,
2020-10-04 04:06:26 +07,1081,31.70,1009.00,70.20,"3.60



",,,,,
2020-10-04 04:21:34 +07,1082,31.80,1009.00,70.20,"3.60



",,,,,
2020-10-04 04:31:40 +07,1083,31.80,1009.00,70.10,"3.60



",,,,,
2020-10-04 04:36:42 +07,1084,31.60,1009.00,70.50,"3.60



",,,,,
2020-10-04 04:51:51 +07,1085,31.60,1009.00,70.70,"3.60



",,,,,
2020-10-04 05:01:57 +07,1086,31.50,1009.00,70.90,"1.80



",,,,,
2020-10-04 05:06:59 +07,1087,31.70,1009.00,70.10,"1.80



",,,,,
2020-10-04 05:12:02 +07,1088,31.70,1009.00,69.60,"1.80



",,,,,
2020-10-04 05:17:05 +07,1089,31.60,1009.00,70.30,"1.80



",,,,,
2020-10-04 05:27:11 +07,1090,31.40,1009.00,71.00,"1.80



",,,,,
2020-10-04 05:32:14 +07,1091,31.30,1009.00,71.30,"1.80



",,,,,
2020-10-04 05:42:19 +07,1092,31.40,1009.00,71.10,"9.18



",,,,,
2020-10-04 05:47:22 +07,1093,31.40,1009.00,71.10,"9.18



",,,,,
2020-10-04 05:52:25 +07,1094,31.30,1009.00,71.40,"9.18



",,,,,
2020-10-04 06:02:31 +07,1095,31.60,1009.00,71.10,"9.18



",,,,,
2020-10-04 06:12:36 +07,1096,31.60,1009.00,71.90,"9.18



",,,,,
2020-10-04 06:17:39 +07,1097,31.70,1009.00,71.80,"9.18



",,,,,
2020-10-04 06:22:42 +07,1098,31.60,1009.00,72.20,"9.18



",,,,,
2020-10-04 06:27:45 +07,1099,31.50,1010.00,72.60,"3.60



",,,,,
2020-10-04 06:32:47 +07,1100,31.80,1010.00,72.00,"3.60



",,,,,
2020-10-04 06:37:50 +07,1101,31.80,1010.00,71.80,"3.60



",,,,,
2020-10-04 06:42:53 +07,1102,31.90,1010.00,72.10,"3.60



",,,,,
2020-10-04 06:47:56 +07,1103,31.70,1010.00,72.60,"3.60



",,,,,
2020-10-04 06:52:59 +07,1104,31.60,1010.00,72.80,"3.60



",,,,,
2020-10-04 06:58:02 +07,1105,31.60,1010.00,71.10,"3.60



",,,,,
2020-10-04 07:03:05 +07,1106,31.70,1010.00,70.90,"3.60



",,,,,
2020-10-04 07:08:08 +07,1107,31.90,1010.00,71.10,"3.60



",,,,,
2020-10-04 07:13:11 +07,1108,32.00,1010.00,71.60,"3.60



",,,,,
2020-10-04 07:18:13 +07,1109,32.10,1010.00,71.50,"3.60



",,,,,
2020-10-04 07:23:16 +07,1110,32.00,1010.00,71.70,"3.60



",,,,,
2020-10-04 07:33:22 +07,1111,32.10,1010.00,72.00,"5.40



",,,,,
2020-10-04 07:38:25 +07,1112,32.10,1010.00,72.10,"5.40



",,,,,
2020-10-04 07:43:28 +07,1113,32.10,1010.00,72.30,"5.40



",,,,,
2020-10-04 07:48:31 +07,1114,32.70,1010.00,71.10,"5.40



",,,,,
2020-10-04 07:53:33 +07,1115,33.60,1010.00,68.50,"5.40



",,,,,
2020-10-04 07:58:36 +07,1116,33.30,1010.00,68.40,"5.40



",,,,,
2020-10-04 08:03:39 +07,1117,32.80,1010.00,69.70,"5.40



",,,,,
2020-10-04 08:08:42 +07,1118,32.40,1010.00,70.80,"5.40



",,,,,
2020-10-04 08:13:45 +07,1119,32.20,1010.00,71.80,"5.40



",,,,,
2020-10-04 08:18:48 +07,1120,32.10,1010.00,72.30,"5.40



",,,,,
2020-10-04 08:28:54 +07,1121,32.00,1011.00,72.90,"5.40



",,,,,
2020-10-04 08:44:02 +07,1122,32.10,1011.00,72.90,"5.40



",,,,,
2020-10-04 08:54:08 +07,1123,32.20,1011.00,72.80,"5.40



",,,,,
2020-10-04 08:59:11 +07,1124,32.30,1011.00,72.10,"2.63



",,,,,
2020-10-04 09:24:25 +07,1125,32.00,1011.00,74.00,"2.63



",,,,,
2020-10-04 09:29:27 +07,1126,31.90,1011.00,73.60,"2.63



",,,,,
2020-10-04 09:34:30 +07,1127,32.00,1011.00,74.40,"2.63



",,,,,
2020-10-04 09:39:33 +07,1128,32.00,1011.00,74.60,"4.82



",,,,,
2020-10-04 09:44:36 +07,1129,31.90,1011.00,74.10,"4.82



",,,,,
2020-10-04 09:59:45 +07,1130,32.00,1011.00,74.80,"1.80



",,,,,
2020-10-04 10:09:50 +07,1131,32.00,1011.00,74.70,"1.80



",,,,,
2020-10-04 10:19:56 +07,1132,31.90,1011.00,74.40,"1.80



",,,,,
2020-10-04 10:24:59 +07,1133,31.90,1011.00,74.40,"1.80



",,,,,
2020-10-04 10:45:11 +07,1134,32.00,1011.00,75.30,"9.36



",,,,,
2020-10-04 10:55:16 +07,1135,31.90,1011.00,74.80,"9.36



",,,,,
2020-10-04 11:00:19 +07,1136,32.00,1010.00,75.70,"1.80



",,,,,
2020-10-04 11:05:22 +07,1137,32.00,1010.00,75.70,"1.80



",,,,,
2020-10-04 11:10:25 +07,1138,32.10,1010.00,76.00,"1.80



",,,,,
2020-10-04 11:15:28 +07,1139,32.00,1010.00,76.20,"1.80



",,,,,
2020-10-04 11:25:35 +07,1140,32.00,1010.00,76.30,"1.80



",,,,,
2020-10-04 11:30:37 +07,1141,32.00,1010.00,76.30,"5.40



",,,,,
2020-10-04 11:40:43 +07,1142,32.00,1010.00,76.50,"5.40



",,,,,
2020-10-04 11:45:46 +07,1143,32.10,1010.00,76.30,"5.40



",,,,,
2020-10-04 11:55:52 +07,1144,32.00,1010.00,76.30,"5.40



",,,,,
2020-10-04 13:11:33 +07,1145,31.80,1009.00,74.30,"16.56



",,,,,
2020-10-04 13:26:42 +07,1146,31.90,1009.00,74.70,"16.56



",,,,,
2020-10-04 13:31:45 +07,1147,31.90,1008.00,74.90,"11.16



",,,,,
2020-10-04 13:36:48 +07,1148,32.00,1008.00,75.60,"11.16



",,,,,
2020-10-04 13:51:56 +07,1149,32.00,1008.00,76.00,"11.16



",,,,,
2020-10-04 14:02:51 +07,1150,32.80,1008.00,85.80,"12.96



",,,,,
2020-10-04 14:03:30 +07,1151,32.40,1008.00,79.20,12.96,"70.00



",,,,
2020-10-04 14:04:01 +07,1152,32.50,1008.00,82.40,12.96,"70.00



",,,,
2020-10-04 14:09:04 +07,1153,32.50,1008.00,84.00,12.96,"70.00



",,,,
2020-10-04 14:14:07 +07,1154,32.40,1008.00,75.90,12.96,"70.00



",,,,
2020-10-04 14:19:10 +07,1155,32.30,1008.00,76.00,12.96,"70.00



",,,,
2020-10-04 14:24:12 +07,1156,32.30,1008.00,76.10,12.96,"70.00



",,,,
2020-10-04 14:29:15 +07,1157,32.30,1008.00,75.90,12.96,"70.00



",,,,
2020-10-04 14:34:18 +07,1158,32.30,1007.00,75.70,7.56,"70.00



",,,,
2020-10-04 14:39:21 +07,1159,32.50,1007.00,75.10,7.56,"70.00



",,,,
2020-10-04 14:44:24 +07,1160,32.40,1007.00,75.30,7.56,"70.00



",,,,
2020-10-04 14:49:27 +07,1161,32.30,1007.00,75.60,7.56,"70.00



",,,,
2020-10-04 14:54:30 +07,1162,32.30,1006.00,75.80,7.56,"63.00



",,,,
2020-10-04 14:59:32 +07,1163,32.30,1006.00,75.80,7.56,"63.00



",,,,
2020-10-04 15:04:35 +07,1164,32.20,1006.00,75.90,7.56,"63.00



",,,,
2020-10-04 15:09:38 +07,1165,32.20,1006.00,76.00,7.56,"63.00



",,,,
2020-10-04 15:14:41 +07,1166,32.20,1006.00,76.10,7.56,"63.00



",,,,
2020-10-04 15:19:44 +07,1167,32.20,1006.00,76.20,7.56,"63.00



",,,,
2020-10-04 15:24:50 +07,1168,32.20,1006.00,76.20,7.56,"63.00



",,,,
2020-10-04 15:29:53 +07,1169,32.30,1006.00,76.30,7.56,"63.00



",,,,
2020-10-04 15:34:56 +07,1170,32.20,1006.00,76.30,5.40,"70.00



",,,,
2020-10-04 15:39:58 +07,1171,32.20,1006.00,76.20,5.40,"70.00



",,,,
2020-10-04 15:45:01 +07,1172,32.20,1006.00,76.30,5.40,"70.00



",,,,
2020-10-04 15:50:04 +07,1173,32.30,1006.00,76.10,5.40,"70.00



",,,,
2020-10-04 15:55:07 +07,1174,32.50,1006.00,75.70,16.56,"74.00



",,,,
2020-10-04 16:00:10 +07,1175,32.40,1006.00,75.60,16.56,"74.00



",,,,
2020-10-04 16:05:13 +07,1176,32.30,1006.00,75.70,16.56,"74.00



",,,,
2020-10-04 16:10:16 +07,1177,32.50,1006.00,75.40,16.56,"74.00



",,,,
2020-10-04 16:15:19 +07,1178,32.40,1006.00,75.30,16.56,"74.00



",,,,
2020-10-04 16:20:21 +07,1179,32.40,1006.00,75.40,16.56,"74.00



",,,,
2020-10-04 16:25:24 +07,1180,32.40,1007.00,75.70,5.40,"70.00



",,,,
2020-10-04 16:30:27 +07,1181,32.50,1007.00,75.50,5.40,"70.00



",,,,
2020-10-04 16:35:30 +07,1182,32.40,1007.00,75.50,5.40,"70.00



",,,,
2020-10-04 16:40:33 +07,1183,32.40,1007.00,75.50,5.40,"70.00



",,,,
2020-10-04 16:45:36 +07,1184,32.60,1007.00,74.90,5.40,"70.00



",,,,
2020-10-04 16:50:39 +07,1185,32.70,1007.00,74.70,5.40,"70.00



",,,,
2020-10-04 16:55:42 +07,1186,32.60,1007.00,74.70,5.40,"70.00



",,,,
2020-10-04 17:00:44 +07,1187,32.50,1007.00,75.10,5.40,"70.00



",,,,
2020-10-04 17:05:47 +07,1188,32.40,1007.00,75.40,5.40,"70.00



",,,,
2020-10-04 17:10:50 +07,1189,32.40,1007.00,75.50,5.40,"70.00



",,,,
2020-10-04 17:15:53 +07,1190,32.40,1007.00,75.30,5.40,"70.00



",,,,
2020-10-04 17:20:56 +07,1191,32.40,1007.00,75.40,5.40,"70.00



",,,,
2020-10-04 17:25:59 +07,1192,32.40,1007.00,75.60,5.40,"70.00



",,,,
2020-10-04 17:31:02 +07,1193,32.30,1007.00,75.60,5.40,"70.00



",,,,
2020-10-04 17:36:04 +07,1194,32.30,1007.00,75.70,3.60,"74.00



",,,,
2020-10-04 17:41:07 +07,1195,32.30,1007.00,75.60,3.60,"74.00



",,,,
2020-10-04 17:46:10 +07,1196,32.20,1007.00,75.70,3.60,"74.00



",,,,
2020-10-04 17:51:13 +07,1197,32.20,1007.00,75.70,3.60,"74.00



",,,,
2020-10-04 17:56:16 +07,1198,32.30,1008.00,75.60,5.40,"74.00



",,,,
2020-10-04 18:01:19 +07,1199,32.30,1008.00,75.60,5.40,"74.00



",,,,
2020-10-04 18:06:22 +07,1200,32.30,1008.00,75.60,5.40,"74.00



",,,,
2020-10-04 18:11:25 +07,1201,32.20,1008.00,75.50,5.40,"74.00



",,,,
2020-10-04 18:16:27 +07,1202,32.30,1008.00,75.50,5.40,"74.00



",,,,
2020-10-04 18:21:30 +07,1203,32.30,1008.00,75.50,5.40,"74.00



",,,,
2020-10-04 18:26:33 +07,1204,32.30,1008.00,75.50,5.40,"74.00



",,,,
2020-10-04 18:31:36 +07,1205,32.30,1008.00,75.40,5.40,"74.00



",,,,
2020-10-04 18:36:39 +07,1206,32.30,1008.00,75.20,5.40,"74.00



",,,,
2020-10-04 18:41:42 +07,1207,32.30,1008.00,75.10,5.40,"74.00



",,,,
2020-10-04 18:46:45 +07,1208,32.40,1008.00,74.90,5.40,"74.00



",,,,
2020-10-04 18:51:47 +07,1209,32.70,1008.00,74.10,5.40,"74.00



",,,,
2020-10-04 18:56:50 +07,1210,32.60,1008.00,74.10,3.60,"79.00



",,,,
2020-10-04 19:01:53 +07,1211,32.60,1008.00,74.40,3.60,"79.00



",,,,
2020-10-04 19:06:56 +07,1212,32.40,1008.00,74.70,3.60,"79.00



",,,,
2020-10-04 19:11:59 +07,1213,32.40,1008.00,75.00,3.60,"79.00



",,,,
2020-10-04 19:17:02 +07,1214,32.40,1008.00,74.80,3.60,"79.00



",,,,
2020-10-04 19:22:05 +07,1215,32.60,1008.00,74.70,3.60,"79.00



",,,,
2020-10-04 19:27:08 +07,1216,32.40,1008.00,74.80,1.80,"79.00



",,,,
2020-10-04 19:32:11 +07,1217,32.40,1008.00,75.00,1.80,"79.00



",,,,
2020-10-04 19:37:13 +07,1218,32.30,1008.00,75.20,1.80,"79.00



",,,,
2020-10-04 19:42:16 +07,1219,32.40,1008.00,75.30,1.80,"79.00



",,,,
2020-10-04 19:47:19 +07,1220,32.30,1008.00,75.40,1.80,"79.00



",,,,
2020-10-04 19:52:23 +07,1221,32.30,1008.00,75.60,1.80,"79.00



",,,,
2020-10-04 19:57:26 +07,1222,32.30,1009.00,75.70,1.80,"79.00



",,,,
2020-10-04 20:02:29 +07,1223,32.40,1009.00,75.70,1.80,"79.00



",,,,
2020-10-04 20:07:32 +07,1224,32.60,1009.00,75.40,1.80,"79.00



",,,,
2020-10-04 20:12:35 +07,1225,32.50,1009.00,75.10,1.80,"79.00



",,,,
2020-10-04 20:17:37 +07,1226,32.60,1009.00,75.10,1.80,"79.00



",,,,
2020-10-04 20:22:40 +07,1227,32.70,1009.00,74.60,1.80,"79.00



",,,,
2020-10-04 20:27:43 +07,1228,32.70,1009.00,74.80,4.79,"79.00



",,,,
2020-10-04 20:32:46 +07,1229,32.70,1009.00,74.60,4.79,"79.00



",,,,
2020-10-04 20:37:49 +07,1230,32.70,1009.00,74.70,3.35,"79.00



",,,,
2020-10-04 20:42:52 +07,1231,32.70,1009.00,74.70,3.35,"79.00



",,,,
2020-10-04 20:47:55 +07,1232,32.70,1009.00,74.70,3.35,"79.00



",,,,
2020-10-04 20:52:57 +07,1233,32.80,1009.00,74.80,3.35,"79.00



",,,,
2020-10-04 20:58:00 +07,1234,32.70,1009.00,74.60,3.60,"79.00



",,,,
2020-10-04 21:03:03 +07,1235,32.60,1009.00,74.20,3.60,"79.00



",,,,
2020-10-04 21:08:06 +07,1236,32.60,1009.00,74.00,3.60,"79.00



",,,,
2020-10-04 21:13:09 +07,1237,32.60,1009.00,73.70,3.60,"79.00



",,,,
2020-10-04 21:18:12 +07,1238,32.50,1009.00,73.50,3.60,"79.00



",,,,
2020-10-04 21:23:15 +07,1239,32.50,1009.00,73.30,3.60,"79.00



",,,,
2020-10-04 21:28:17 +07,1240,32.50,1010.00,73.30,5.40,"79.00



",,,,
2020-10-04 21:33:20 +07,1241,32.50,1010.00,72.80,5.40,"79.00



",,,,
2020-10-04 21:38:23 +07,1242,32.50,1010.00,72.80,5.40,"79.00



",,,,
2020-10-04 21:43:26 +07,1243,32.60,1010.00,72.30,5.40,"79.00



",,,,
2020-10-04 21:48:29 +07,1244,32.40,1010.00,72.40,5.40,"79.00



",,,,
2020-10-04 21:53:32 +07,1245,32.40,1010.00,72.70,5.40,"79.00



",,,,
2020-10-04 21:58:35 +07,1246,32.30,1010.00,72.80,1.80,"83.00



",,,,
2020-10-04 22:03:37 +07,1247,32.30,1010.00,73.20,1.80,"83.00



",,,,
2020-10-04 22:08:40 +07,1248,32.30,1010.00,73.40,1.80,"83.00



",,,,
2020-10-04 22:13:43 +07,1249,32.30,1010.00,73.40,1.80,"83.00



",,,,
2020-10-04 22:18:46 +07,1250,33.80,1010.00,73.90,1.80,"83.00



",,,,
2020-10-04 22:23:49 +07,1251,32.30,1010.00,73.20,1.80,"83.00



",,,,
2020-10-04 22:28:52 +07,1252,32.30,1010.00,73.20,1.80,"83.00



",,,,
2020-10-04 22:33:55 +07,1253,32.30,1010.00,73.30,1.80,"83.00



",,,,
2020-10-04 22:38:58 +07,1254,32.30,1010.00,73.30,1.80,"83.00



",,,,
2020-10-04 22:44:00 +07,1255,32.20,1010.00,73.70,1.80,"83.00



",,,,
2020-10-04 22:49:03 +07,1256,32.10,1010.00,73.80,1.80,"83.00



",,,,
2020-10-04 22:54:06 +07,1257,32.20,1010.00,73.80,1.80,"83.00



",,,,
2020-10-04 22:59:09 +07,1258,32.10,1010.00,73.80,4.14,"88.00



",,,,
2020-10-04 23:09:15 +07,1259,32.30,1010.00,73.60,4.14,"88.00



",,,,
2020-10-04 23:14:18 +07,1260,33.00,1010.00,72.00,4.14,"88.00



",,,,
2020-10-04 23:19:20 +07,1261,33.00,1010.00,71.40,4.14,"88.00



",,,,
2020-10-04 23:24:23 +07,1262,32.70,1010.00,71.40,4.14,"88.00



",,,,
2020-10-04 23:29:26 +07,1263,32.60,1010.00,71.90,4.14,"88.00



",,,,
2020-10-04 23:34:29 +07,1264,32.50,1010.00,72.00,4.14,"88.00



",,,,
2020-10-04 23:39:32 +07,1265,32.50,1010.00,72.20,4.61,"88.00



",,,,
2020-10-04 23:44:35 +07,1266,32.20,1010.00,72.90,4.61,"88.00



",,,,
2020-10-04 23:49:38 +07,1267,32.00,1010.00,73.50,4.61,"88.00



",,,,
2020-10-04 23:54:40 +07,1268,31.90,1010.00,73.40,4.61,"88.00



",,,,
2020-10-04 23:59:43 +07,1269,31.80,1009.00,73.70,3.60,"94.00



",,,,
2020-10-05 00:04:46 +07,1270,31.80,1009.00,73.70,3.60,"94.00



",,,,
2020-10-05 00:09:49 +07,1271,31.80,1009.00,73.80,3.60,"94.00



",,,,
2020-10-05 00:14:52 +07,1272,31.80,1009.00,73.90,3.60,"94.00



",,,,
2020-10-05 00:19:55 +07,1273,31.70,1009.00,73.80,3.60,"94.00



",,,,
2020-10-05 00:24:58 +07,1274,31.80,1009.00,73.90,3.60,"94.00



",,,,
2020-10-05 00:30:00 +07,1275,31.80,1009.00,73.50,4.61,"88.00



",,,,
2020-10-05 00:35:03 +07,1276,31.90,1009.00,73.70,4.61,"88.00



",,,,
2020-10-05 00:40:06 +07,1277,31.90,1009.00,73.50,3.35,"88.00



",,,,
2020-10-05 00:45:09 +07,1278,31.80,1009.00,73.70,3.35,"88.00



",,,,
2020-10-05 00:50:12 +07,1279,31.80,1009.00,73.80,3.35,"88.00



",,,,
2020-10-05 00:55:15 +07,1280,31.60,1009.00,74.00,3.35,"88.00



",,,,
2020-10-05 01:00:18 +07,1281,31.70,1009.00,74.10,3.60,"88.00



",,,,
2020-10-05 01:05:20 +07,1282,31.70,1009.00,73.80,3.60,"88.00



",,,,
2020-10-05 01:10:23 +07,1283,31.70,1009.00,74.00,3.60,"88.00



",,,,
2020-10-05 01:15:26 +07,1284,31.90,1009.00,73.60,3.60,"88.00



",,,,
2020-10-05 01:20:29 +07,1285,31.80,1009.00,73.40,3.60,"88.00



",,,,
2020-10-05 01:25:32 +07,1286,31.80,1009.00,73.20,3.60,"88.00



",,,,
2020-10-05 01:30:35 +07,1287,31.80,1009.00,72.90,1.80,"88.00



",,,,
2020-10-05 01:35:38 +07,1288,31.70,1009.00,73.00,1.80,"88.00



",,,,
2020-10-05 01:40:40 +07,1289,31.70,1009.00,73.20,1.80,"88.00



",,,,
2020-10-05 01:45:43 +07,1290,31.70,1009.00,73.50,1.80,"88.00



",,,,
2020-10-05 01:50:46 +07,1291,31.60,1009.00,73.50,1.80,"88.00



",,,,
2020-10-05 01:55:49 +07,1292,31.60,1009.00,73.60,1.80,"88.00



",,,,
2020-10-05 02:00:52 +07,1293,31.50,1009.00,73.60,1.80,"88.00



",,,,
2020-10-05 02:05:55 +07,1294,31.60,1009.00,73.50,1.80,"88.00



",,,,
2020-10-05 02:10:58 +07,1295,31.80,1009.00,72.60,1.80,"88.00



",,,,
2020-10-05 02:16:01 +07,1296,31.70,1009.00,72.70,1.80,"88.00



",,,,
2020-10-05 02:21:03 +07,1297,31.80,1009.00,72.50,1.80,"88.00



",,,,
2020-10-05 02:26:06 +07,1298,31.70,1009.00,72.60,1.80,"88.00



",,,,
2020-10-05 02:31:09 +07,1299,31.60,1009.00,72.80,5.40,"88.00



",,,,
2020-10-05 02:36:12 +07,1300,31.60,1009.00,72.80,5.40,"88.00



",,,,
2020-10-05 02:41:15 +07,1301,31.70,1009.00,72.60,5.40,"88.00



",,,,
2020-10-05 02:46:18 +07,1302,31.60,1009.00,72.80,5.40,"88.00



",,,,
2020-10-05 02:51:21 +07,1303,31.70,1008.00,72.40,5.40,"94.00



",,,,
2020-10-05 02:56:24 +07,1304,31.60,1008.00,72.40,5.40,"94.00



",,,,
2020-10-05 03:01:26 +07,1305,31.60,1008.00,72.40,5.40,"94.00



",,,,
2020-10-05 03:06:29 +07,1306,31.60,1008.00,72.60,5.40,"94.00



",,,,
2020-10-05 03:11:32 +07,1307,31.50,1008.00,72.70,5.40,"94.00



",,,,
2020-10-05 03:16:35 +07,1308,31.50,1008.00,72.80,5.40,"94.00



",,,,
